ID,Name,Learning preference,Assessment 1,Assessment 2,Quiz 1,Quiz 2,Beginner lecture 1,Beginner lecture 2,Beginner lecture 3,Medium lecture 1,Medium lecture 2,Medium lecture 3,Advanced lecture 1,Advanced lecture 2,Advanced lecture 3,Beginner lesson 1,Beginner lesson 2,Beginner lesson 3,Medium lesson 1,Medium lesson 2,Medium lesson 3,Advanced lesson 1,Advanced lesson 2,Advanced lesson 3,Beginner hands-on 1,Beginner hands-on 2,Beginner hands-on 3,Medium hands-on 1,Medium hands-on 2,Medium hands-on 3,Advanced hands-on 1,Advanced hands-on 2,Advanced hands-on 3,Overall Score,Overall Performance
01HNCCSNM0V00BS934TMGVYBZ0,Nicolina Luddy,Auditory,51,85,4,8,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59.2,Average
01HNCCSNM4CHQ6ATZYC71WDX8F,Amelina Klemencic,Auditory,57,67,24,3,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,60.4,Average
01HNCCSNM7V3DQS0SGZ4Q9CKVY,Ana Sea,Kinesthetic,53,70,17,24,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,65.60000000000001,Average
01HNCCSNMAPN6J224W85NFNNAC,Karlyn Ottiwill,Kinesthetic,89,36,8,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,53.6,Average
01HNCCSNMBPTB1859DADQ198N0,Josephina Vannoni,Visual,70,0,22,23,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,46.0,Poor
01HNCCSNMDSQWFFEVMKA0521P6,Seward Halliburton,Visual,94,46,16,16,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,68.8,Average
01HNCCSNMEN01X347H5NH5JQ3P,Juliane Crooks,Kinesthetic,25,59,24,19,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,50.8,Average
01HNCCSNMGHTJANW7QK428FBGN,Krissy Domoni,Visual,15,29,4,17,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,26.0,Poor
01HNCCSNMJ5VAJSENJS6HC9PSN,Marguerite Sperry,Auditory,7,47,20,22,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,38.4,Poor
01HNCCSNMKRZ7T9T8X3WZQZGBM,Packston Dusey,Auditory,70,9,0,20,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,39.6,Poor
01HNCCSNMNZK1CWY8KVAWJNP0C,Augie Popplestone,Auditory,57,92,7,3,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,63.6,Average
01HNCCSNMQRCDNHX17ABTP840M,Karia Raeburn,Visual,87,43,14,5,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,59.6,Average
01HNCCSNMR3FW1Y53PH7ADTRA2,Jacinta Karlsson,Visual,35,45,5,18,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,41.2,Poor
01HNCCSNMTN6HKZX46Z8A55PXM,Luis Swaile,Kinesthetic,7,17,7,19,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,20.0,Poor
01HNCCSNMWG49N55YC8MZBH4TF,Desmund Hackworth,Auditory,82,75,25,9,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,76.4,Good
01HNCCSNMX5SWBBB26K1WR2ZN7,Felic Crapper,Auditory,40,29,17,5,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,36.4,Poor
01HNCCSNMZT0FDHX7K2QCN0QWV,Fulton Kunneke,Auditory,26,45,23,8,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,40.8,Poor
01HNCCSNN29ZQTJJBRB5MVF1KG,Klarrisa Reames,Visual,33,0,23,17,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,29.2,Poor
01HNCCSNN5TAHRP0QKC6WQMJ0T,Barton Samme,Kinesthetic,2,69,11,10,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,36.8,Poor
01HNCCSNN795GS8391Z64DNEG3,Conrad Navaro,Kinesthetic,97,49,10,21,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,70.8,Good
01HNCCSNN95YQF7570WPT5BNPV,Maighdiln Simmance,Auditory,58,8,11,20,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,38.8,Poor
01HNCCSNNC5KMD6GD6PB6B1AKS,Annnora Prettjohn,Kinesthetic,78,87,7,16,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,75.2,Good
01HNCCSNNEWSE2TECNDXBCEQPG,Mignonne Cradey,Visual,9,43,0,11,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,25.2,Poor
01HNCCSNNG8TF9RSHAAMZSTXXN,Cathee Westfield,Kinesthetic,70,99,4,9,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,1,72.8,Good
01HNCCSNNKVER8J1SHS4BRNPCH,Sibby Siene,Auditory,60,11,13,18,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,40.8,Poor
01HNCCSNNMDWR1D4WRRN61HRZV,Liz Camilli,Auditory,70,12,19,24,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,50.0,Average
01HNCCSNNP6ZYHR4S4H451AZ5H,Richmond Jeschner,Auditory,64,89,3,5,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,64.4,Average
01HNCCSNNS60YSPAJ2F3FP8HWX,Basilio McVeigh,Auditory,20,0,1,7,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,11.2,Poor
01HNCCSNNTQCJP00M6GWN601DZ,Pembroke Parslow,Visual,64,30,15,23,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,52.8,Average
01HNCCSNNWHVEVTAKMNXX6PQJ4,Amii Dufoure,Kinesthetic,100,60,11,24,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,78.0,Good
01HNCCSNNZMECFG65NX5JK4G5K,Linnet Saban,Kinesthetic,38,76,12,12,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,55.2,Average
01HNCCSNP116A7JBKF9TVS3BTA,Lilyan Yellep,Visual,23,9,3,19,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,21.6,Poor
01HNCCSNP2VH7G7H98S26YRX4V,Patty Stuchbury,Kinesthetic,32,58,8,10,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,43.2,Poor
01HNCCSNP40FG4VXAGJBR7Y3BG,Juanita Pagel,Visual,0,30,20,21,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,28.4,Poor
01HNCCSNP5238T57DFJC9P7E0R,Susie Hellens,Visual,90,65,7,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,65.2,Average
01HNCCSNP7619175D2MEVYYZHB,Nanny Kidner,Kinesthetic,32,53,6,24,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,46.0,Poor
01HNCCSNP8FB7H0V84CSMQE0YP,Danice Newall,Visual,65,100,18,13,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,78.4,Good
01HNCCSNPAAN6A4BJTSGT24BJE,Kerianne Shurmore,Auditory,26,72,10,21,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,51.6,Average
01HNCCSNPBZ23VQJ8G19V19HW1,Graehme Savin,Visual,42,13,5,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,1,24.4,Poor
01HNCCSNPDHNNZQT4X2H3SBT3T,Nikoletta Dally,Auditory,88,23,24,22,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,62.8,Average
01HNCCSNPEGV4PV2PWY75CNH3M,Zachariah McQuillen,Kinesthetic,96,26,9,7,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,55.2,Average
01HNCCSNPGMF8M6Y8163XY92GB,Lewie Shardlow,Visual,11,22,7,25,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,26.0,Poor
01HNCCSNPHQB7Y22A5S5S171FC,Nessa Moorton,Kinesthetic,4,75,18,3,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,40.0,Poor
01HNCCSNPK9XFQ3G2HCBKB0KZR,Lisette Bithany,Visual,39,85,20,8,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,60.8,Average
01HNCCSNPNXDNFAFEXH0E6KMM6,Karlen Lamboll,Kinesthetic,65,87,14,11,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,70.8,Good
01HNCCSNPP939T3G6KRP3TG1JD,Becka Spieck,Auditory,39,1,10,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,20.4,Poor
01HNCCSNPRPK0ZK2MARY5YF2TR,Tera Flay,Auditory,63,56,5,17,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,56.39999999999999,Average
01HNCCSNPSGR3FNR5JRSSAHRFQ,Micah Pohling,Kinesthetic,59,44,2,14,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,47.6,Poor
01HNCCSNPV52ZP210MCQKMADNN,Ania Trollope,Visual,45,33,21,22,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,48.4,Poor
01HNCCSNPW86JW172EZ1PBRJHF,Jacqueline Vasyukhin,Auditory,0,69,19,12,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,40.0,Poor
01HNCCSNPYPVC6R9TEM34WDMZ6,Parry Jaimez,Auditory,86,85,6,16,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,77.2,Good
01HNCCSNPZF0PN5YJWDD6WPZX6,Erin Courtonne,Auditory,19,92,18,22,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,60.4,Average
01HNCCSNQ2BGQQZ41VQ2GVRNG0,Fredric Levings,Kinesthetic,61,43,19,17,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,1,56.00000000000001,Average
01HNCCSNQ3YKWR5A9XR6XQEQSF,Orville Sparshutt,Auditory,59,11,2,12,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,33.6,Poor
01HNCCSNQ5X6NHQJ1DTBJAMMB0,Sella Boddie,Visual,7,43,2,7,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,23.6,Poor
01HNCCSNQ6EHT4PJ5C9QDRCQ8F,Jaimie Rhule,Visual,74,28,13,21,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,54.400000000000006,Average
01HNCCSNQ8K7ZQ3Q8WMFW4QRZW,Conrado Kivelle,Visual,19,10,20,20,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,27.6,Poor
01HNCCSNQ9NNKRCDQ6MJV2C8JD,Milli Putten,Auditory,45,1,0,25,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,28.4,Poor
01HNCCSNQBX065ZVN6DBEYKMJE,Thorin Boise,Kinesthetic,59,91,6,20,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,70.39999999999999,Good
01HNCCSNQC3ETE9ZD3TN6XBVW6,Wyn Lund,Visual,4,76,14,6,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,40.0,Poor
01HNCCSNQEBTRYRSZSAAWYGRKJ,Nicola Tumielli,Kinesthetic,94,81,2,8,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,74.0,Good
01HNCCSNQFT5B4V7DBD37H2DYR,Eric Swalwell,Auditory,53,72,25,6,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,62.4,Average
01HNCCSNQH2BW43GSJMX1S2AB9,Helen-elizabeth Maynell,Kinesthetic,91,1,13,15,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,48.0,Poor
01HNCCSNQJYKPHZ7ESFKQ9SJFW,Brenden Fussie,Visual,18,87,13,20,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,55.2,Average
01HNCCSNQM9WNB57DNHS2W6RT3,Orel Tapenden,Kinesthetic,41,97,19,6,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,65.2,Average
01HNCCSNQPQXVZM5NH8WN82G19,Benoite Kanter,Auditory,64,90,23,14,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,76.4,Good
01HNCCSNQQCN8DY378B4Y6WT4X,Moll Scamerdine,Kinesthetic,5,14,7,21,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,18.8,Poor
01HNCCSNQSF7PYE1BCN6ZPXQXT,Nike Pavek,Visual,8,21,23,18,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,28.000000000000004,Poor
01HNCCSNQTH46SY67BR1N1D00V,Stirling Blizard,Auditory,11,25,4,22,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,24.8,Poor
01HNCCSNQW42R6MVQRXMPQQK03,Andreas Blondell,Auditory,40,69,9,7,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,50.0,Average
01HNCCSNQXJYEG7FQ324BTEBGV,Essa Manvell,Kinesthetic,41,2,4,12,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,23.6,Poor
01HNCCSNQZES97Y1BBPN1MRK0J,Marji Foot,Kinesthetic,70,19,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,38.0,Poor
01HNCCSNR0WFDFV8QV9Z9FF6GN,Kelila Decker,Auditory,84,99,3,12,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,79.2,Good
01HNCCSNR2ZAFE73WTGQR7YGA7,Marysa Eakens,Kinesthetic,84,0,24,19,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,50.8,Average
01HNCCSNR3CF7ZPW6NSMYHY0G4,Courtney Topping,Visual,54,55,18,16,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,57.2,Average
01HNCCSNR5CQQEQVD55HS4R11T,Nicol Blinder,Auditory,38,84,13,13,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,59.2,Average
01HNCCSNR6MZPB75834393AZ6N,Trude Eilhart,Auditory,55,84,14,5,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,63.2,Average
01HNCCSNR8G1NXA3S77VX8FDE7,Guenna Iacovino,Auditory,13,40,19,23,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,38.0,Poor
01HNCCSNR96WYX5YA4EVYDWS3A,Bastien Lafee,Visual,47,1,9,3,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,24.0,Poor
01HNCCSNRBVPZS40XKPS5XZMWV,Malissa Clementel,Visual,75,62,21,16,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,69.6,Average
01HNCCSNRDS3YN293D9RRY027P,Frederigo Delafoy,Visual,11,95,22,2,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,52.0,Average
01HNCCSNRE2MGAVT78G200S09K,Kirsten Garrique,Auditory,30,93,14,21,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,63.2,Average
01HNCCSNRGFP444EYCKB7B73G3,Vern Waldie,Kinesthetic,44,49,10,17,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,48.0,Poor
01HNCCSNRHSS3XMDAPMGAKF5YR,Tammy McGawn,Kinesthetic,83,34,9,23,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,59.6,Average
01HNCCSNRK1VC8T33SQ1ZT7KDN,Beth Fewster,Auditory,57,27,10,4,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,39.2,Poor
01HNCCSNRMXDFF38ZXP4F4VM61,Stevena Gayne,Auditory,75,6,6,17,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,41.6,Poor
01HNCCSNRPRWXANTFT6F5FDSVN,Ramon Baldi,Visual,99,94,14,21,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,91.2,Excellent
01HNCCSNRQ8QQZV2WYTD5TCNTQ,Errick McGorman,Kinesthetic,3,100,2,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,42.4,Poor
01HNCCSNRS3YH1KQ56R2RFAH3X,Mira Whymark,Visual,48,83,15,8,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,61.6,Average
01HNCCSNRVDJ5G78P382JW2XP7,Leesa Penwell,Visual,14,1,15,11,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,16.400000000000002,Poor
01HNCCSNRWZ0GHRJZ2W9WSHXSS,Mirna Brownhill,Kinesthetic,44,78,19,25,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,66.4,Average
01HNCCSNRYM2PRP6JRXFXPR4R2,Fionnula Fallon,Auditory,89,27,7,6,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,51.6,Average
01HNCCSNRZFCXH5RPTY3XFBDJS,Sacha Ekins,Visual,47,93,0,23,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,65.2,Average
01HNCCSNS154ZE0Q267WKP6F83,Hoebart Daft,Kinesthetic,22,10,10,22,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,25.6,Poor
01HNCCSNS2KBTSQ1PHBJ1THNS6,Reeba Lenoir,Visual,87,9,13,20,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,51.6,Average
01HNCCSNS4V2ZZBS3RW2YCVAPV,Tessi Cast,Visual,60,82,3,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,58.4,Average
01HNCCSNS5YJPPWFPV8QRMDA36,Heda Poser,Visual,34,35,23,2,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,37.6,Poor
01HNCCSNS7P5AP63X35474326J,Halie Magenny,Auditory,76,25,16,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,47.2,Poor
01HNCCSNS81VM115VZ3CV2R64Z,Erinn Goacher,Auditory,24,18,5,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,19.2,Poor
01HNCCSNSAFP8V9A6VDJVF6F9P,Linus McKyrrelly,Kinesthetic,19,2,9,7,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,14.8,Poor
01HNCCSNSBWK6F7JAW6YF5WHQ2,Valli Physick,Auditory,50,68,12,17,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,58.8,Average
01HNCCSNSDMZRD6KHAPRQHRJ6K,Boigie Lashford,Visual,25,33,6,4,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,27.200000000000003,Poor
01HNCCSNSFHB5V6B3G6XE6B5MF,Creighton Rosenblum,Visual,52,84,6,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,57.2,Average
01HNCCSNSGW92P3RDTKFKZM2DK,Georgi Vallender,Kinesthetic,91,69,20,13,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,77.2,Good
01HNCCSNSJ4FPZW2V568AHEB9P,Doralin Chatenier,Auditory,68,6,22,20,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,46.400000000000006,Poor
01HNCCSNSK76Q593ARZQC62NB3,Sol Vinas,Visual,83,20,0,22,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,50.0,Average
01HNCCSNSNR8ZSVS8WNHMB955M,Maribelle Forte,Visual,87,53,20,7,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,66.8,Average
01HNCCSNSP587YZA7PKVHSCJZR,Bibbie Grunson,Auditory,83,86,2,9,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,72.0,Good
01HNCCSNSR90D6294K2S1Z9RAF,Alanah Duchan,Visual,84,56,18,16,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,69.6,Average
01HNCCSNST7Y8W0YYYY6NSZ5EN,Aida O' Cloney,Kinesthetic,78,19,18,9,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,49.6,Poor
01HNCCSNSVG9ZQHAT3QZKMK7F1,Tillie Durn,Auditory,7,62,20,18,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,42.8,Poor
01HNCCSNSXTBAM7D2X81RTXFFT,Valera Paschek,Auditory,17,44,21,15,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,38.8,Poor
01HNCCSNSY3NG29DHBG21MG4MV,Inger Bienvenu,Auditory,65,11,24,22,1,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,48.8,Poor
01HNCCSNT0NXSXK0S4R1EF2B8R,Malorie Siviour,Visual,24,28,8,8,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,27.200000000000003,Poor
01HNCCSNT1VXPKW79P257PFTYJ,Wallie Coltart,Visual,23,12,24,25,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,33.6,Poor
01HNCCSNT3E561Z02WEQS9M5HZ,Brose Garber,Visual,48,9,1,4,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,24.8,Poor
01HNCCSNT6SZ3FZWH4NDR0E569,Auberon Wimbush,Auditory,14,84,15,23,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,54.400000000000006,Average
01HNCCSNT9XZYB2DEZS944DBDH,Rickert Bletso,Auditory,49,89,21,22,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,72.39999999999999,Good
01HNCCSNTDRESAAXSBEZY45ZAH,Blair Halley,Auditory,77,8,20,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,42.0,Poor
01HNCCSNTGMCD50H3226WD2606,Tomkin Klain,Kinesthetic,19,2,24,18,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,25.2,Poor
01HNCCSNTK442CTJTSRA5HRVVS,Cirillo Worvill,Kinesthetic,66,86,8,19,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,71.6,Good
01HNCCSNTP0KTYNFG8CM413MP7,Northrop Kelcher,Visual,51,96,7,5,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,63.6,Average
01HNCCSNTS6WKBW41AZBR16SCZ,Hasheem Ambroix,Auditory,65,91,11,15,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,72.8,Good
01HNCCSNTX66EJCB5FZCVDBMAR,Cristabel Sturdy,Kinesthetic,66,2,18,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,34.8,Poor
